administrative,administrative_duration,informational,informational_duration,product_related,product_related_duration,bounce_rates,exit_rates,page_values,special_day,months,os,browser,region,traffic_type,visitor_type,weekend,revenue
7,280,0,0,21,612.75,0,0.00869565,43.8104,0,May,2,2,2,1,Returning_Visitor,FALSE,TRUE
8,674,0,0,18,1090.53,0.00869565,0.026087,69.2786,0,May,2,2,1,4,Returning_Visitor,FALSE,TRUE
1,18,0,0,26,1122.58,0.0274074,0.0481481,15.9468,0,May,1,1,3,1,Returning_Visitor,FALSE,TRUE
0,0,1,21,15,498.5,0,0.0266667,32.1908,0,May,2,4,1,2,Returning_Visitor,FALSE,TRUE
13,318.72,1,0,60,1205.95,0.00882353,0.0170965,5.71006,0,May,2,2,3,13,Returning_Visitor,FALSE,TRUE
0,0,0,0,15,728.2,0,0.0230769,31.22,0,May,3,2,8,4,Returning_Visitor,FALSE,TRUE
0,0,0,0,16,819.167,0,0.0125,24.7388,0,May,2,2,5,2,New_Visitor,FALSE,TRUE
0,0,0,0,21,952.533,0,0.01,91.246,0,May,2,4,1,3,New_Visitor,FALSE,TRUE
5,136,0,0,30,2205.67,0,0.0121212,47.2606,0,May,2,2,4,6,Returning_Visitor,FALSE,TRUE
0,0,0,0,26,553.5,0,0.00833333,35.98,0,May,2,5,3,4,Returning_Visitor,FALSE,TRUE
0,0,0,0,69,2734.82,0,0.00435323,49.3927,0,May,4,5,3,2,Returning_Visitor,FALSE,TRUE
1,23,2,272.5,30,974.27,0.00645161,0.00788531,11.4781,0,May,2,2,4,1,Returning_Visitor,TRUE,TRUE
0,0,0,0,9,166.167,0,0.025,17.541,1,May,2,2,2,4,Returning_Visitor,TRUE,TRUE
3,515,0,0,29,3229.17,0.00322581,0.0330645,15.6581,0,May,1,1,1,1,Returning_Visitor,FALSE,TRUE
4,183,1,35,15,557.333,0,0.0126316,16.1005,0,May,2,2,2,5,Returning_Visitor,FALSE,TRUE
2,58,0,0,6,245,0,0.0285714,54.98,1,May,2,2,3,3,Returning_Visitor,TRUE,TRUE
4,15,1,0,38,1155,0.00454545,0.0204545,5.90318,0,May,2,2,5,2,Returning_Visitor,FALSE,TRUE
2,15,0,0,38,1880.97,0.0037037,0.0238095,12.5977,0,May,4,1,1,4,Returning_Visitor,TRUE,TRUE
0,0,2,131,36,868.417,0,0.00108108,33.8478,0,May,3,2,7,2,New_Visitor,TRUE,TRUE
0,0,0,0,13,893.217,0,0.00833333,23.988,0,May,2,2,6,2,New_Visitor,TRUE,TRUE
5,176,0,0,15,537.2,0.0117647,0.0235294,27.664,0.6,May,2,2,2,6,Returning_Visitor,FALSE,TRUE
13,189.222,3,22.5,108,4033.47,0.00740265,0.0137399,24.0265,0,May,3,2,9,13,Returning_Visitor,TRUE,TRUE
4,89.8,1,47,39,1167.97,0.00585366,0.0143902,33.9251,0,May,4,1,3,3,Returning_Visitor,FALSE,TRUE
0,0,0,0,22,428.45,0.00454545,0.0128788,20.8882,1,May,3,2,1,2,Returning_Visitor,TRUE,TRUE
1,116,0,0,22,1245.6,0.00869565,0.0304348,27.8191,0,May,1,1,3,4,Returning_Visitor,TRUE,TRUE
1,24,1,72,13,462,0,0.0142857,23.13,0,May,2,2,1,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,75,1289.25,0.00547945,0.0173516,11.829,0.8,May,2,2,1,4,Returning_Visitor,FALSE,TRUE
0,0,0,0,8,323.5,0,0.025,23.235,0,May,1,1,1,5,New_Visitor,FALSE,TRUE
0,0,0,0,10,428.667,0,0.0222222,36.256,0.4,May,2,2,5,2,New_Visitor,FALSE,TRUE
9,181.375,0,0,116,4426.65,0,0.00806452,84.3066,0,May,2,2,2,6,Returning_Visitor,TRUE,TRUE
0,0,0,0,19,806.833,0,0.0105263,28.0345,0.2,May,2,2,2,2,Returning_Visitor,FALSE,TRUE
2,70,0,0,18,443,0,0.02,24.2865,0,May,2,5,5,4,New_Visitor,TRUE,TRUE
8,121.167,0,0,70,961.549,0.00526316,0.0130892,26.2793,0.4,May,2,2,2,3,Returning_Visitor,FALSE,TRUE
1,0,3,92.5,9,359.167,0,0.0181818,58.1673,0,May,1,1,1,5,New_Visitor,FALSE,TRUE
7,188.167,0,0,52,1089.64,0.00350877,0.0102339,20.1179,0,May,2,5,6,5,Returning_Visitor,TRUE,TRUE
4,82,0,0,13,242,0,0.0181818,31.98,0,May,1,2,8,3,Returning_Visitor,FALSE,TRUE
6,475.75,1,18,28,1559.65,0.0125,0.0270833,15.8184,0,May,2,2,5,4,Returning_Visitor,FALSE,TRUE
3,27.5333,1,0,45,3141.26,0.0217391,0.0400173,6.6737,1,May,3,2,1,3,Returning_Visitor,TRUE,TRUE
4,133.583,2,64,67,1222.47,0.0144144,0.0258108,6.09432,0,May,3,2,2,4,Returning_Visitor,FALSE,TRUE
6,124.861,3,243,25,1971.19,0.00714286,0.0302381,24.897,0,May,2,2,5,4,Returning_Visitor,FALSE,TRUE
3,54,0,0,50,1911.33,0.004,0.013,109.588,0,May,2,2,7,6,Returning_Visitor,TRUE,TRUE
5,236.25,0,0,41,1955.78,0,0.00243902,21.0798,0,May,1,1,6,2,Returning_Visitor,FALSE,TRUE
2,57,0,0,28,724.067,0.00740741,0.017284,32.9853,0,May,1,1,1,4,Returning_Visitor,FALSE,TRUE
2,17,0,0,11,440,0,0.0181818,54.5345,0,May,2,4,8,4,New_Visitor,FALSE,TRUE
0,0,1,28,19,1120.27,0.0210526,0.0526316,11.3864,0,May,4,1,6,4,Returning_Visitor,TRUE,TRUE
2,683,0,0,16,1215.77,0,0.00588235,30.5765,0,May,2,2,1,4,New_Visitor,FALSE,TRUE
7,67,2,725.5,101,4713.8,0.00944444,0.010482,20.6247,0,May,1,1,6,3,Returning_Visitor,TRUE,TRUE
2,42.5,0,0,48,970.419,0.00857143,0.0250881,5.54002,0.6,May,2,2,4,4,Returning_Visitor,FALSE,TRUE
0,0,3,36,23,660.405,0.016,0.025,30.3236,0.6,May,1,1,1,4,Returning_Visitor,FALSE,TRUE
1,55,2,18,9,548,0,0.04,17.2704,0,May,2,4,3,4,Returning_Visitor,FALSE,TRUE
0,0,0,0,30,586.533,0,0.00344828,30.8772,0.2,May,2,2,2,2,New_Visitor,FALSE,TRUE
3,285.8,1,23.5,56,2915.17,0,0.00344828,80.118,0,May,2,4,3,3,New_Visitor,FALSE,TRUE
5,200.5,0,0,49,837.417,0,0.00833333,28.1628,0,May,2,2,1,3,New_Visitor,FALSE,TRUE
1,17,4,32,11,948,0.0133333,0.0166667,25.484,0.6,May,2,2,1,6,Returning_Visitor,FALSE,TRUE
1,14,1,19,49,1527.58,0.00784314,0.0176471,8.92682,0,May,2,2,9,3,Returning_Visitor,FALSE,TRUE
0,0,0,0,8,856.417,0,0.0285714,44.5611,0.6,May,2,4,9,5,Returning_Visitor,FALSE,TRUE
0,0,0,0,11,482.667,0,0.02,22.738,0,May,1,1,6,2,New_Visitor,FALSE,TRUE
0,0,0,0,16,650.833,0,0.0190476,13.99,0,May,2,2,7,2,Returning_Visitor,FALSE,TRUE
1,17.5,0,0,17,665.985,0,0.00235294,51.6071,0,May,2,2,4,2,New_Visitor,FALSE,TRUE
0,0,0,0,9,260.3,0,0.00555556,16.3224,0,May,3,2,6,11,Returning_Visitor,FALSE,TRUE
0,0,0,0,13,490.083,0,0.00363636,11.988,1,May,1,8,1,11,New_Visitor,TRUE,TRUE
1,0,1,37.4,23,1146.5,0.0153846,0.0230769,72.5208,0,May,2,4,1,4,Returning_Visitor,TRUE,TRUE
3,53,2,7,24,678,0,0.0148148,20.1356,0,May,2,5,3,2,Returning_Visitor,FALSE,TRUE
5,188,0,0,25,1189.46,0,0.00615079,36.8992,0.6,May,2,10,1,4,Returning_Visitor,FALSE,TRUE
1,18.5,0,0,32,814.607,0,0.0240196,3.11105,0.6,May,2,2,1,4,Returning_Visitor,FALSE,TRUE
2,78,0,0,15,269.75,0,0.0133333,22.738,0,May,3,2,4,2,New_Visitor,FALSE,TRUE
9,249.5,0,0,66,2506.33,0.0152778,0.041369,13.9971,0,May,2,2,6,6,Returning_Visitor,FALSE,TRUE
1,44,0,0,56,2075.98,0,0.0145455,13.8185,0,May,2,5,2,3,Returning_Visitor,FALSE,TRUE
7,176.5,0,0,34,1384.97,0.00526316,0.0219925,26.4508,0,May,1,1,2,4,Returning_Visitor,FALSE,TRUE
7,187.167,2,72,22,680,0,0.00619048,22.4582,0,May,3,2,3,2,New_Visitor,FALSE,TRUE
5,46,0,0,35,539,0.00555556,0.0111111,39.15,0,May,2,2,3,6,Returning_Visitor,TRUE,TRUE
0,0,0,0,14,340,0,0.0153846,23.388,0,May,2,2,3,1,Returning_Visitor,TRUE,TRUE
2,37,0,0,36,862.574,0.00285714,0.0126984,10.8721,0,May,2,4,6,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,47,1580.83,0,0.00425532,3.66362,0.8,May,2,5,3,2,Returning_Visitor,FALSE,TRUE
8,190.25,1,23,19,1323.25,0.00769231,0.0218162,21.318,0,May,6,2,4,2,Returning_Visitor,TRUE,TRUE
3,137,4,219,22,924,0.00714286,0.0285714,29.9028,0.2,May,2,2,9,2,New_Visitor,FALSE,TRUE
0,0,0,0,37,987.5,0.00555556,0.0111111,40.8711,0,May,2,10,3,4,Returning_Visitor,FALSE,TRUE
2,30.5,2,18,15,1518.1,0,0.0317647,31.7576,0,May,2,2,8,2,Returning_Visitor,FALSE,TRUE
2,44,0,0,44,724.317,0,0.0113636,19.2122,0,May,2,2,3,2,Returning_Visitor,FALSE,TRUE
2,29,1,0,9,536,0,0.0181818,37.5185,0,May,2,2,3,4,New_Visitor,FALSE,TRUE
3,62.1429,0,0,23,1046.92,0,0.00434783,17.3739,0,May,2,2,7,1,Returning_Visitor,TRUE,TRUE
1,53,0,0,10,1331,0,0.0222222,49.388,0,May,2,2,1,4,Returning_Visitor,TRUE,TRUE
3,30.25,0,0,21,327.267,0.0173913,0.0282609,68.857,0,May,2,2,1,3,Returning_Visitor,FALSE,TRUE
5,181.333,0,0,42,792.667,0,0.00162602,113.151,0,May,2,2,1,4,New_Visitor,TRUE,TRUE
2,59,1,94,21,1449,0,0.0227273,53.6629,0,May,1,1,6,3,Returning_Visitor,FALSE,TRUE
5,71.6667,1,4,59,1702.37,0.00078125,0.00986742,6.56063,0,May,2,2,6,1,Returning_Visitor,FALSE,TRUE
2,51,2,99.5,35,1475.27,0.00694444,0.0248677,27.4449,0,May,2,4,2,4,Returning_Visitor,TRUE,TRUE
2,158,0,0,12,751.5,0,0.0142857,32.0271,0,May,2,2,1,2,Returning_Visitor,FALSE,TRUE
4,292.19,1,194.5,56,1948.71,0.00172414,0.0210554,14.6929,0,May,1,2,3,2,Returning_Visitor,FALSE,TRUE
1,4,0,0,14,333.9,0,0.00714286,24.5049,0,May,3,2,2,6,New_Visitor,FALSE,TRUE
1,4,0,0,19,760.25,0,0.0117647,33.788,0,May,1,2,1,3,New_Visitor,FALSE,TRUE
0,0,0,0,25,981,0.024,0.048,15.3956,0,May,2,4,3,1,Returning_Visitor,FALSE,TRUE
4,132.667,0,0,25,773.56,0,0.027572,5.16713,0,May,3,2,2,2,Returning_Visitor,FALSE,TRUE
6,51.5,0,0,29,944.917,0,0.0142857,49.0191,0,May,2,2,4,2,Returning_Visitor,TRUE,TRUE
1,90,1,34,57,1092.36,0,0.00632184,19.1151,0.6,May,2,2,7,4,Returning_Visitor,FALSE,TRUE
3,78,0,0,27,672.583,0.0125,0.0395833,8.07853,0,May,2,2,4,4,Returning_Visitor,FALSE,TRUE
11,771.929,2,214.167,39,1022.47,0.000833333,0.0123611,52.0517,0,May,3,2,1,2,Returning_Visitor,FALSE,TRUE
2,30,0,0,176,4126.35,0.00136364,0.0113639,22.022,0.6,May,2,2,7,2,Returning_Visitor,FALSE,TRUE
1,3,0,0,26,885,0,0.0361111,17.5455,0,May,2,2,1,2,Returning_Visitor,FALSE,TRUE
4,58,0,0,31,806.5,0,0.009375,9.7455,0,May,2,4,1,4,Returning_Visitor,FALSE,TRUE
0,0,1,35,33,782.083,0,0.00588235,23.0333,0,May,2,4,9,2,New_Visitor,FALSE,TRUE
2,11,0,0,12,347,0,0.0230769,9.96092,0,May,1,1,3,3,Returning_Visitor,TRUE,TRUE
1,32,0,0,18,299.5,0.0157895,0.022807,19.448,0,May,2,2,5,1,Returning_Visitor,TRUE,TRUE
3,101.667,0,0,22,2250.08,0,0.0195652,32.7073,0,May,2,4,4,1,Returning_Visitor,FALSE,TRUE
1,63.4,0,0,3,120.4,0,0,42.2931,0,Oct,1,1,3,3,New_Visitor,FALSE,TRUE
6,618.067,0,0,50,1342.08,0,0.00438596,28.0681,0,June,2,2,6,11,New_Visitor,FALSE,TRUE
3,152.6,0,0,28,608.883,0.009375,0.03125,19.8277,0,Jul,2,2,7,13,Returning_Visitor,FALSE,TRUE
3,89.6,0,0,57,1721.91,0,0.0059322,204.008,0,Nov,2,2,1,4,Returning_Visitor,TRUE,TRUE
1,26.2,0,0,4,106.8,0,0.04,36.6618,0,Oct,2,2,2,5,New_Visitor,FALSE,TRUE
2,79.6,3,332.08,34,1011.02,0.0189189,0.0432432,5.12836,0,Oct,2,2,7,1,Returning_Visitor,FALSE,TRUE
0,0,0,0,13,710.067,0,0.00769231,72.5228,0,Nov,1,1,2,2,Returning_Visitor,FALSE,TRUE
1,0,0,0,3,259,0,0.04,48.0473,0,Oct,2,2,1,4,Returning_Visitor,FALSE,TRUE
3,33.2,0,0,10,278.433,0.00714286,0.0261905,32.7003,0,Jul,2,2,6,1,Returning_Visitor,FALSE,TRUE
3,13.7333,1,2,27,407.683,0.00666667,0.0115556,0,0,Jul,2,2,1,4,Returning_Visitor,FALSE,TRUE
1,23.2,0,0,30,964.467,0,0.00357143,51.0336,0,Oct,2,2,5,2,New_Visitor,FALSE,TRUE
0,0,0,0,24,968.692,0,0,106.253,0,Nov,1,1,9,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,16,1062.67,0,0.0125,54.567,0,Sep,4,1,1,4,New_Visitor,FALSE,TRUE
1,86.6,0,0,14,349.576,0,0.0047619,60.4374,0,Nov,1,1,1,3,New_Visitor,FALSE,TRUE
6,545.65,3,204.347,69,1182.43,0.000684932,0.00299809,19.7153,0,Nov,2,2,1,13,Returning_Visitor,TRUE,TRUE
5,46.52,0,0,133,2248.91,0.0120779,0.0293496,6.37377,0,Jul,1,1,1,4,Returning_Visitor,FALSE,TRUE
1,41.4,0,0,30,558.611,0.00909091,0.0464646,0,0,Sep,2,10,2,1,Returning_Visitor,FALSE,TRUE
0,0,0,0,11,267.567,0,0.00909091,7.68745,0,Oct,2,2,1,3,New_Visitor,FALSE,TRUE
0,0,0,0,6,95,0.0285714,0.0285714,86.3362,0,Oct,1,1,4,2,New_Visitor,FALSE,TRUE
0,0,0,0,22,469.54,0,0.00869565,14.0098,0,Oct,2,2,9,2,New_Visitor,FALSE,TRUE
10,491.667,0,0,48,1939.57,0.00377358,0.0105391,0,0,Nov,2,2,7,20,Returning_Visitor,FALSE,TRUE
10,340.9,3,269.8,99,3611.98,0.000641026,0.00210649,0.847338,0,June,2,2,1,7,Returning_Visitor,FALSE,TRUE
2,112.8,0,0,27,1555.97,0,0.00172414,44.8564,0,Nov,1,1,4,2,New_Visitor,FALSE,TRUE
0,0,0,0,33,889.367,0,0.0030303,8.42479,0,Oct,2,2,3,2,Returning_Visitor,FALSE,TRUE
17,698.133,1,9,83,4306.61,0.00107527,0.0193756,0,0,Oct,7,1,2,1,Returning_Visitor,TRUE,TRUE
3,32.2,0,0,81,1199.62,0,0.00617284,0,0,Sep,2,2,2,1,Returning_Visitor,TRUE,TRUE
4,601.9,0,0,41,2517.58,0.00775194,0.0138819,20.5549,0,Sep,3,2,1,1,Returning_Visitor,FALSE,TRUE
1,44,0,0,1,0,0,0.0666667,0,0,Sep,1,1,1,5,New_Visitor,FALSE,TRUE
1,17.1,1,31.2,45,812.287,0,0.0227322,4.39547,0,Aug,2,4,3,2,Returning_Visitor,FALSE,TRUE
1,4,0,0,20,471.478,0,0.00454545,32.9585,0,Jul,1,1,1,4,Returning_Visitor,FALSE,TRUE
2,268.08,0,0,13,420.247,0.0421053,0.0649123,0,0,Sep,3,2,1,13,Returning_Visitor,TRUE,TRUE
1,22.2,0,0,5,136.1,0.0666667,0.0666667,0,0,Oct,1,1,1,20,Returning_Visitor,FALSE,TRUE
7,68.4,0,0,145,5175.38,0.00266667,0.00897835,2.04276,0,Aug,2,2,1,1,Returning_Visitor,FALSE,TRUE
1,80.6,0,0,21,479.586,0.005,0.0105556,10.8976,0,Oct,1,1,3,2,Returning_Visitor,TRUE,TRUE
0,0,0,0,24,1163.27,0.0611111,0.0833333,27.2879,0,Oct,1,1,4,1,Returning_Visitor,TRUE,TRUE
1,12,0,0,0,0,0,0.0222222,0,0,Aug,3,2,6,2,Returning_Visitor,TRUE,TRUE
0,0,0,0,58,1590.42,0.0103448,0.0215517,1.02339,0,Jul,3,2,8,4,Returning_Visitor,FALSE,TRUE
0,0,0,0,13,517.4,0,0.0342857,4.85638,0,Nov,2,2,1,20,Returning_Visitor,TRUE,TRUE
0,0,0,0,3,275,0,0.05,32.897,0,Oct,3,2,2,2,New_Visitor,FALSE,TRUE
4,96.6,0,0,15,276.733,0.0105263,0.0210526,69.4624,0,Oct,2,2,1,4,Returning_Visitor,TRUE,TRUE
4,61.6333,0,0,33,1804.01,0,0.00502245,41.6459,0,Nov,2,2,2,2,Returning_Visitor,FALSE,TRUE
3,498.6,1,152.2,25,1556.49,0.0362069,0.0676245,5.68915,0,Jul,2,5,4,1,Returning_Visitor,TRUE,TRUE
1,23.2,0,0,27,1061.55,0.0037037,0.0185185,43.2982,0,Aug,2,2,6,5,Returning_Visitor,FALSE,TRUE
2,194.9,0,0,14,227.333,0,0.00918367,0,0,Nov,1,1,4,3,Returning_Visitor,FALSE,TRUE
2,83.6,1,0,18,1219.7,0,0.00952381,16.3625,0,Aug,2,2,1,4,New_Visitor,FALSE,TRUE
0,0,0,0,28,512.717,0.00714286,0.0135714,1.40195,0,Jul,2,2,7,1,Returning_Visitor,TRUE,TRUE
4,28.7333,0,0,12,243.75,0,0.0385714,8.15081,0,June,3,2,4,2,Returning_Visitor,TRUE,TRUE
9,358.258,3,377.433,64,5738.9,0,0.0201878,12.0884,0,Oct,2,2,1,13,Returning_Visitor,FALSE,TRUE
2,82.6,0,0,10,352,0,0.00769231,27.193,0,Sep,2,2,1,2,New_Visitor,TRUE,TRUE
8,176.25,1,141,20,651.766,0,0.00923077,19.1329,0,Nov,2,2,4,2,Returning_Visitor,FALSE,TRUE
4,68.7333,0,0,44,2498.87,0,0.0144444,11.3306,0,Oct,2,2,4,1,Returning_Visitor,FALSE,TRUE
2,58.4,0,0,5,303.1,0,0.0333333,0,0,Oct,3,2,3,6,Returning_Visitor,FALSE,TRUE
0,0,0,0,13,374.9,0,0.047619,16.7256,0,Aug,4,1,1,3,Returning_Visitor,FALSE,TRUE
4,74.5,0,0,22,672.95,0,0.0271795,0,0,Sep,2,2,9,2,Returning_Visitor,FALSE,TRUE
3,102.8,0,0,25,1109.23,0,0.00166667,61.3049,0,Aug,2,2,6,5,New_Visitor,FALSE,TRUE
5,151.333,0,0,11,283.333,0.0333333,0.0583333,13.9105,0,Nov,2,2,6,20,Returning_Visitor,FALSE,TRUE
1,26.2,0,0,32,1427.68,0,0.021875,19.9656,0,Sep,2,4,3,4,Returning_Visitor,FALSE,TRUE
5,187.1,0,0,101,7220.78,0.00196078,0.013366,3.99818,0,Nov,2,2,7,3,Returning_Visitor,FALSE,TRUE
0,0,0,0,7,189.2,0,0.0142857,78.5696,0,Sep,3,2,3,2,Returning_Visitor,FALSE,TRUE
3,17.9455,1,6,18,268.453,0,0.0142677,0,0,Oct,2,2,1,2,Returning_Visitor,FALSE,TRUE
1,12.0667,0,0,45,591.264,0,0.0130286,0,0,Sep,2,2,1,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,21,1280.02,0,0.0190476,7.2322,0,Nov,2,2,1,20,Returning_Visitor,FALSE,TRUE
0,0,2,842.3,26,1911.71,0.0153846,0.0366667,8.01883,0,Jul,3,2,1,2,Returning_Visitor,TRUE,TRUE
0,0,1,426.2,10,157.067,0,0.0166667,32.7306,0,Jul,2,2,3,2,Returning_Visitor,FALSE,TRUE
9,211,1,52.4,22,501.071,0,0.0346667,0,0,Aug,1,2,1,4,Returning_Visitor,TRUE,TRUE
10,275.333,1,6,19,719.883,0,0.0185185,0,0,Sep,2,2,5,5,Returning_Visitor,TRUE,TRUE
4,43.4667,0,0,4,27.2667,0,0.0285714,0,0,Sep,1,1,1,5,New_Visitor,FALSE,TRUE
2,35.3,0,0,3,18.1,0.0333333,0.0611111,0,0,Jul,3,2,3,3,Returning_Visitor,TRUE,TRUE
0,0,0,0,29,1970,0,0,100.726,0,Oct,4,1,5,2,Returning_Visitor,FALSE,TRUE
1,8.1,0,0,16,2227.8,0,0.0214286,0,0,Sep,2,2,1,5,New_Visitor,FALSE,TRUE
3,195.4,2,294.6,93,6412.23,0,0.0266876,0,0,Sep,2,2,9,2,Returning_Visitor,FALSE,TRUE
4,71.3333,0,0,21,295.333,0.0166667,0.0583333,0,0,Jul,2,10,3,2,Returning_Visitor,TRUE,TRUE
3,25.6,0,0,10,327.773,0,0.0130952,11.7847,0,Jul,1,1,1,5,Returning_Visitor,FALSE,TRUE
3,61.4,1,0,19,381.6,0.0409091,0.0568182,8.33057,0,Aug,1,1,4,1,Returning_Visitor,FALSE,TRUE
0,0,0,0,20,1002.37,0,0.00789474,47.579,0,Oct,2,2,4,2,Returning_Visitor,TRUE,TRUE
1,15.8,3,97.8,32,1213.65,0.00540541,0.0243243,1.27332,0,Aug,2,2,3,2,Returning_Visitor,FALSE,TRUE
4,68.6667,0,0,14,617.15,0,0.00444444,9.25316,0,Sep,1,1,6,5,New_Visitor,FALSE,TRUE
1,0,0,0,53,1170.73,0.00727273,0.0254545,31.9032,0,Aug,2,4,2,3,Returning_Visitor,FALSE,TRUE
0,0,0,0,22,681.58,0.00952381,0.0253968,14.6352,0,Nov,1,1,1,3,Returning_Visitor,TRUE,TRUE
5,168.2,0,0,15,2026.63,0.00833333,0.039,0,0,Nov,3,2,7,13,Returning_Visitor,FALSE,TRUE
2,165.133,0,0,87,3220.34,0.0045977,0.0195402,0,0,June,2,5,8,1,Returning_Visitor,FALSE,TRUE
2,18,2,6,10,363.6,0,0.0153846,0,0,Sep,2,2,1,5,New_Visitor,TRUE,TRUE
9,252.668,1,0,67,1060.69,0.0226852,0.0299678,0.131837,0,Oct,3,2,1,13,Returning_Visitor,FALSE,TRUE
4,135.4,0,0,2,46.8,0,0.0375,0,0,Sep,1,1,5,2,Returning_Visitor,FALSE,TRUE
4,42.2,0,0,98,2260.84,0.0040404,0.00707071,32.9346,0,Nov,2,4,1,3,New_Visitor,FALSE,TRUE
3,62.9,1,0,30,647.518,0,0.0104375,13.7329,0,Jul,2,2,3,1,Returning_Visitor,TRUE,TRUE
6,177.6,0,0,17,284.783,0.00909091,0.0227273,31.9918,0,Oct,4,1,1,2,Returning_Visitor,FALSE,TRUE
4,103.8,0,0,14,314.293,0,0.0133333,79.4435,0,Jul,2,2,5,2,New_Visitor,FALSE,TRUE
2,9,0,0,38,1147.7,0,0.0276423,3.67383,0,June,2,2,4,1,Returning_Visitor,FALSE,TRUE
0,0,0,0,18,587.733,0,0.0222222,32.5238,0,Nov,2,2,7,4,Returning_Visitor,TRUE,TRUE
3,29.2,0,0,17,652.567,0.0222222,0.0333333,24.1256,0,June,1,1,6,3,Returning_Visitor,FALSE,TRUE
4,26,0,0,12,704.95,0,0.0117647,0,0,Oct,2,4,3,2,Returning_Visitor,FALSE,TRUE
9,399.8,5,923.9,115,7243.65,0.00322581,0.0189286,3.58544,0,Aug,2,2,8,4,Returning_Visitor,FALSE,TRUE
4,108.533,0,0,23,411.467,0.0518519,0.0724691,31.9141,0,Sep,1,1,3,2,Returning_Visitor,FALSE,TRUE
13,408.6,0,0,21,589.421,0.00444444,0.0148148,18.0986,0,Aug,2,2,8,2,Returning_Visitor,FALSE,TRUE
2,91.6,2,678,66,2101.31,0,0.0100498,48.0439,0,Oct,2,2,3,2,Returning_Visitor,FALSE,TRUE
3,67.4,2,16.2,8,281.1,0,0.0416667,15.8204,0,Nov,3,2,1,20,Returning_Visitor,FALSE,TRUE
4,206.25,0,0,16,572.65,0,0.0111111,10.1771,0,Sep,3,2,1,4,Returning_Visitor,TRUE,TRUE
6,47.3,0,0,14,858.2,0,0.0105263,0,0,Oct,4,1,3,5,New_Visitor,FALSE,TRUE
6,100.1,0,0,4,60.4,0,0.0222222,0,0,Sep,2,4,7,2,New_Visitor,FALSE,TRUE
0,0,0,0,17,639.757,0,0.0117647,63.4589,0,Oct,2,2,3,4,New_Visitor,FALSE,TRUE
3,26,0,0,20,384.8,0,0.0272727,0,0,Jul,2,4,1,4,Returning_Visitor,FALSE,TRUE
0,0,0,0,43,1606.45,0,0.0047619,18.5151,0,June,4,1,1,2,New_Visitor,FALSE,TRUE
5,211.05,0,0,75,3275.11,0,0.00982456,29.6115,0,Aug,4,1,1,3,Returning_Visitor,FALSE,TRUE
6,134.36,0,0,22,568.968,0.0173913,0.0216149,12.392,0,Sep,1,2,6,2,Returning_Visitor,TRUE,TRUE
0,0,0,0,6,102.2,0,0,40.2782,0,Oct,2,2,2,20,Returning_Visitor,FALSE,TRUE
0,0,0,0,66,1216.35,0,0,62.8533,0,Sep,2,2,4,2,New_Visitor,FALSE,TRUE
4,99.3333,1,103.8,40,2011.97,0.0181818,0.0234848,9.86965,0,Oct,2,2,1,20,Returning_Visitor,FALSE,TRUE
2,17.2,0,0,0,0,0,0.05,0,0,Sep,2,2,2,6,New_Visitor,TRUE,TRUE
3,67.2,0,0,46,987.119,0.00408163,0.0122449,22.2559,0,Sep,2,2,8,4,Returning_Visitor,FALSE,TRUE
0,0,0,0,6,111.6,0,0.0166667,24.9185,0,Oct,1,2,3,2,Returning_Visitor,TRUE,TRUE
6,186.667,2,100.8,11,347.4,0,0.015,0,0,Aug,3,2,4,5,Returning_Visitor,FALSE,TRUE
0,0,2,101.7,42,1892.2,0,0.00454545,153.578,0,Aug,2,2,1,1,Returning_Visitor,FALSE,TRUE
5,32.6,0,0,70,939.783,0,0.0027027,0,0,Aug,2,4,1,5,New_Visitor,TRUE,TRUE
7,54.8429,7,475.2,20,393.41,0.027381,0.0339286,0,0,Jul,2,2,1,4,Returning_Visitor,FALSE,TRUE
0,0,0,0,8,846.2,0,0.025,33.2229,0,Jul,2,2,1,2,Returning_Visitor,FALSE,TRUE
5,44.0167,0,0,4,162.533,0,0,39.2767,0,Aug,4,2,1,2,Returning_Visitor,FALSE,TRUE
8,116.961,4,225.367,42,539.227,0.0155102,0.0112812,0,0,Jul,1,1,1,4,Returning_Visitor,FALSE,TRUE
1,14.2,0,0,22,839.568,0,0.000952381,60.5844,0,Nov,3,2,3,2,New_Visitor,TRUE,TRUE
6,60.3667,3,189.3,12,304.7,0,0.0385965,2.84831,0,June,2,2,1,4,Returning_Visitor,FALSE,TRUE
3,89.25,0,0,8,67.85,0.0181818,0.0333333,0,0,June,2,2,8,1,Returning_Visitor,FALSE,TRUE
0,0,0,0,153,4565.93,0.00130719,0.00643217,6.18922,0,Aug,2,2,4,1,Returning_Visitor,TRUE,TRUE
4,30.3,0,0,7,493.4,0,0.0166667,0,0,Oct,2,5,1,2,New_Visitor,FALSE,TRUE
0,0,0,0,34,538.48,0,0.00588235,5.86044,0,Sep,2,2,7,2,Returning_Visitor,FALSE,TRUE
1,0,1,66.4,14,668.317,0.0142857,0.0285714,44.8935,0,Oct,4,2,1,20,Returning_Visitor,TRUE,TRUE
